
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
153,Jeff Finley,1999,2004,6,D,371,6,28,34,46,206,6,0,0,3,21,3,4,176,3.4,6556,17:40
154,Rory Fitzpatrick,1997,1999,2,D,3,0,0,0,-5,4,0,0,0,0,0,0,0,1,0.0,5,4:49
155,Ron Flockhart,1986,1988,3,C,160,43,68,111,4,42,34,7,2,6,52,16,0,327,13.1,,
156,Connie Forey,1974,1974,1,LW,4,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,,
157,Ray Fortin,1968,1970,3,D,92,2,6,8,4,33,2,0,0,0,4,2,0,101,2.0,,
158,Colin Fraser,2015,2015,1,C,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,5,4:42
159,Len Frig,1978,1980,2,D,37,1,5,6,-18,49,1,0,0,1,5,0,0,44,2.3,,
160,Simon Gamache,2006,2006,1,C,15,3,4,7,1,10,3,0,0,0,3,1,0,32,9.4,208,13:52
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
161,Perry Ganchar,1984,1985,2,RW,8,0,2,2,1,0,0,0,0,0,2,0,0,4,0.0,,
162,Dave Gardner,1974,1975,2,C,23,5,4,9,-9,6,4,1,0,0,2,2,0,37,13.5,,
163,Bob Gassoff,1974,1977,4,D,245,11,47,58,-15,866,10,1,0,4,44,2,1,307,3.6,,
164,Barry Gibbs,1978,1979,2,D,127,8,39,47,-53,91,4,4,0,0,30,9,0,189,4.2,,
165,Greg Gilbert,1995,1996,2,LW,63,11,15,26,21,19,11,0,0,3,15,0,0,66,16.7,,
166,Stan Gilbertson,1975,1975,1,LW,22,1,4,5,-5,4,1,0,0,0,4,0,0,32,3.1,,
167,Curt Giles,1992,1993,2,D,61,1,5,6,-5,48,1,0,0,0,3,2,0,27,3.7,,
168,Todd Gill,1998,1999,2,D,39,7,7,14,-4,26,3,4,0,1,6,1,0,58,12.1,493,17:36
169,Doug Gilmour,1984,1988,5,C,384,149,205,354,-9,264,99,44,6,15,130,68,7,872,17.1,,
170,Gaston Gingras,1988,1989,2,D,120,10,32,42,1,24,5,5,0,0,16,16,0,229,4.4,,
171,Larry Giroux,1974,1980,3,D,150,10,39,49,-42,174,8,2,0,2,30,9,0,244,4.1,,
172,Mike Glumac,2006,2008,3,RW,40,7,6,13,-8,38,2,5,0,0,5,1,0,62,11.3,476,11:53
173,Marcel Goc,2015,2015,1,C,11,0,1,1,0,0,0,0,0,0,1,0,0,16,0.0,127,11:34
174,Phil Goyette,1970,1970,1,C,72,29,49,78,3,16,16,13,0,5,23,26,0,152,19.1,,
175,Evgeny Grachev,2012,2012,1,C,26,1,3,4,-4,2,1,0,0,1,3,0,0,14,7.1,243,9:20
176,Terry Gray,1969,1970,2,RW,36,6,5,11,2,21,4,2,0,3,4,1,0,82,7.3,,
177,Wayne Gretzky,1996,1996,1,C,18,8,13,21,-6,2,6,1,1,1,4,9,0,51,15.7,,
178,Bill Guerin,2007,2007,1,RW,61,28,19,47,8,52,21,7,0,6,12,7,0,189,14.8,1063,17:25
179,Carl Gunnarsson,2015,2015,1,D,40,2,8,10,12,2,2,0,0,0,7,1,0,29,6.9,701,17:31
180,Alexei Gusarov,2001,2001,1,D,16,0,4,4,-3,6,0,0,0,0,3,1,0,10,0.0,339,21:10
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
181,Jean Hamel,1973,1974,2,D,78,3,8,11,-8,30,3,0,0,0,7,1,0,77,3.9,,
182,Chuck Hamilton,1973,1973,1,LW,3,0,2,2,4,2,0,0,0,0,2,0,0,2,0.0,,
183,Inge Hammarstrom,1978,1979,2,LW,135,31,41,72,-34,12,28,3,0,3,35,6,0,294,10.5,,
184,Ron Handy,1988,1988,1,LW,4,0,1,1,-1,0,0,0,0,0,1,0,0,4,0.0,,
185,Michal Handzus,1999,2001,3,C,183,39,54,93,21,86,27,6,6,7,42,9,3,302,12.9,3060,16:43
186,Richie Hansen,1982,1982,1,C,2,0,2,2,2,0,0,0,0,0,2,0,0,4,0.0,,
187,Nick Harbaruk,1974,1974,1,RW,56,5,14,19,4,16,4,0,1,1,12,2,0,49,10.2,,
188,Scott Harlow,1988,1988,1,LW,1,0,1,1,-1,0,0,0,0,0,1,0,0,2,0.0,,
189,Terry Harper,1980,1980,1,D,11,1,5,6,5,6,1,0,0,0,5,0,0,14,7.1,,
190,Ted Harris,1974,1974,1,D,24,0,4,4,-2,16,0,0,0,0,4,0,0,32,0.0,,
191,Gerry Hart,1981,1983,3,D,106,4,12,16,1,236,4,0,0,0,12,0,0,59,6.8,,
192,Doug Harvey,1969,1969,1,D,70,2,20,22,11,30,1,1,0,0,14,5,1,46,4.3,,
193,Dale Hawerchuk,1996,1996,1,C,66,13,28,41,5,22,8,5,0,1,13,14,1,136,9.6,,
194,Jochen Hecht,1999,2001,3,LW,138,32,46,78,29,76,16,13,3,2,33,13,0,352,9.1,2302,16:40
195,Bret Hedican,1992,1994,3,D,107,1,19,20,-9,94,1,0,0,0,17,2,0,119,0.8,,
196,Jeff Heerema,2004,2004,1,RW,22,1,2,3,-5,4,1,0,0,1,1,1,0,28,3.6,230,10:26
197,Bryan Helmer,1999,2000,2,D,44,1,5,6,0,29,0,1,0,1,5,0,0,57,1.8,799,18:08
198,Colin Hemingway,2006,2006,1,RW,3,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,22,7:17
199,Camille Henry,1969,1970,2,C,68,18,24,42,12,8,10,8,0,1,17,7,0,99,18.2,,
200,T.J. Hensick,2011,2011,1,C,13,1,2,3,-5,2,1,0,0,0,1,1,0,12,8.3,118,9:05
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
201,Bob Hess,1975,1981,6,D,293,27,87,114,-15,164,18,7,2,3,55,32,0,461,5.9,,
202,Pat Hickey,1983,1985,3,LW,127,19,24,43,-7,56,16,0,3,2,23,0,1,132,14.4,,
203,Sean Hill,2001,2002,2,D,71,1,13,14,6,79,1,0,0,0,10,3,0,76,1.3,1201,16:55
204,Dan Hinote,2007,2009,3,RW,150,11,14,25,-18,129,11,0,0,1,10,1,3,103,10.7,1702,11:20
205,Jeff Hoggan,2006,2006,1,LW,52,2,6,8,-16,34,2,0,0,0,6,0,0,60,3.3,457,8:47
206,Terry Hollinger,1994,1995,2,D,7,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,,
207,Gary Holt,1978,1978,1,LW,49,7,4,11,-6,81,7,0,0,1,3,1,0,57,12.3,,
208,Ron Hoover,1992,1992,1,C,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,
209,Larry Hornung,1971,1972,2,D,48,2,9,11,0,10,2,0,0,1,5,4,0,61,3.3,,
210,Bill Houlder,1995,1995,1,D,41,5,13,18,16,20,4,1,0,0,10,3,0,59,8.5,,
211,Phil Housley,1994,1994,1,D,26,7,15,22,-5,12,3,4,0,1,8,7,0,60,11.7,,
212,Dave Hrechkosy,1976,1977,2,LW,28,4,5,9,2,2,3,1,0,0,3,2,0,29,13.8,,
213,Tony Hrkac,1988,1994,4,C,201,39,82,121,-15,46,28,9,2,5,47,31,4,303,12.9,,
214,Fran Huck,1971,1973,2,C,87,23,28,51,0,38,19,4,0,3,22,6,0,125,18.4,,
215,Fred Hucul,1968,1968,1,D,43,2,13,15,-3,30,1,1,0,0,7,6,0,85,2.4,,
216,Charlie Huddy,1996,1996,1,D,12,0,0,0,-7,6,0,0,0,0,0,0,0,13,0.0,,
217,Mike Hudson,1996,1996,1,C/LW,32,3,12,15,7,26,3,0,0,0,11,1,0,32,9.4,,
218,Brent Hughes,1973,1974,2,D,10,1,1,2,1,0,1,0,0,0,0,1,0,16,6.3,,
219,Pat Hughes,1987,1987,1,RW,43,1,5,6,-6,26,1,0,0,0,5,0,0,30,3.3,,
220,Brett Hull,1988,1998,11,RW,744,527,409,936,-16,286,314,195,18,70,226,176,7,3367,15.7,,
Rk,Player,From,To,Yrs,Pos,GP,G,A,PTS,+/-,PIM,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI
221,Mark Hunter,1986,1988,3,RW,218,112,94,206,-10,474,73,37,2,7,60,34,0,546,20.5,,
222,Kent Huskins,2012,2012,1,D,25,2,5,7,9,10,2,0,0,0,5,0,0,16,12.5,387,15:28
223,Ted Irvine,1976,1977,2,LW,138,24,27,51,-28,118,21,3,0,4,25,2,0,227,10.6,,
224,Barret Jackman,2002,2015,13,D,780,27,151,178,56,1020,22,3,2,4,139,5,7,788,3.4,15974,20:28
225,Craig Janney,1992,1995,4,C,186,48,185,233,-10,38,28,20,0,14,106,79,0,278,17.3,,
